Genes,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62
Hsa.1283,8.390773623,8.35955546,8.836511084,8.958624275,8.20210328,7.668464132,6.961040732,6.99838661,8.331489102,7.262749571,7.031554922,7.814543188,7.673434465,7.582909223,7.65552149,8.078190414,7.425496123,7.053277786,8.16181862,7.618155752,7.938030574,7.96241002,7.37960615,6.920391277,6.414501116,7.650019834,7.8632151,8.135973187,7.547353551,8.081939517,8.291651233,6.566248038,7.209453366,8.466520557,7.181798281,7.295195697,7.751258969,6.912352402,7.869538125,8.279415128,9.105664393,8.556803302,7.600933211,6.105776742,8.033139657,6.783391171,7.37300123,8.061135105,7.946662952,7.780932342,7.869538125,8.067530644,7.505072637,8.317592775,7.982779261,6.781122771,7.84386332,8.344436233,8.257831868,7.922980442,7.766771466,7.673434465
Hsa.1467,8.238864658,8.148914429,8.845244691,8.302083892,7.628630154,7.934195924,8.040541617,7.777172578,8.434434528,7.652164945,7.00212176,7.668464132,7.227328688,7.173915652,7.582909223,7.539514062,7.300469179,6.487430333,7.950075146,7.338418664,7.33659294,7.673434465,7.349076438,6.918072635,8.118895873,8.02079001,8.029533927,8.322193486,8.35955546,8.052213929,9.203406816,7.194358124,7.044894674,8.394975703,8.163556352,7.759864565,8.799408017,7.271928338,7.302345587,6.83820154,8.578391562,5.730547928,8.036731081,7.320408975,8.348239131,7.234270451,7.525376829,8.190041297,7.807533586,8.486009091,7.871238544,7.198657321,8.083844727,8.498479295,7.099149255,7.694567955,9.212556396,8.516848222,6.723844775,6.766270279,5.92034325,6.122161693
Hsa.2152,8.100541113,8.352395182,6.386410464,5.606045755,8.289598749,7.014457884,7.354772624,7.156161386,6.5819076,8.085349094,9.068010231,7.10297639,9.046989305,8.127393645,7.942946719,7.527287813,6.606836205,6.641445807,7.333608399,7.141592982,8.597371375,8.342436748,7.429027364,6.916176116,7.523967847,9.020672187,8.697880066,8.029533927,8.420019963,8.384086025,7.304630268,8.417617762,8.11160687,7.469035179,7.567141574,7.744621198,7.921474339,8.928775281,8.198263629,8.680084407,7.713000629,8.285978615,8.483653273,8.897418058,8.672734425,8.17761886,10.1081467,8.466520557,8.610767086,9.243884942,8.986787544,8.406811902,8.449255833,7.722474839,9.133664692,8.711193463,8.580733906,7.96241002,9.496367698,8.922592075,8.587660787,8.033139657
Hsa.809,6.813226759,6.131568243,5.868521889,6.016466845,7.696841923,7.726321453,5.666183907,7.116949255,7.078784385,7.088827554,7.053277786,6.422029489,7.37960615,6.743442434,6.263179831,6.271101518,7.751258969,7.784463877,6.728091671,7.570792199,6.438912553,6.648349463,7.530860638,7.480159562,6.598266261,6.042153594,5.941837078,6.16581471,5.472398675,6.091228913,6.448029688,6.275556824,6.575370893,6.570470276,6.348271262,7.146906128,6.196369712,7.572669669,7.286325236,5.927613587,6.681456067,7.350531466,6.063471629,6.545136372,5.952698042,6.830121582,6.994760364,6.141309504,6.843773174,6.959227951,6.980062165,7.031554922,6.730469042,7.700007829,6.681456067,7.327599001,7.25494783,6.943136777,6.827087578,6.147828587,5.898695973,7.082664136
Hsa.1893,6.774181294,7.35237667,6.448029688,7.206050154,6.226107601,6.575370893,6.635234811,6.982007283,7.834080542,6.886605212,6.776537037,7.021708963,6.067286887,7.012213608,6.827087578,7.553535161,6.654358849,6.652634522,6.948122271,6.265692168,7.07403094,7.176279335,6.980062165,6.912352402,7.227328688,6.910461884,6.398655438,7.559348717,7.323659163,6.554618557,6.681456067,6.335903196,5.606045755,6.819219043,6.834338514,6.0226327,7.050384082,6.908570822,6.575370893,7.410585387,7.84386332,6.749426135,6.707604051,5.529407883,6.832148881,6.438912553,6.828521438,7.04311727,6.606836205,7.452277116,6.600464482,6.741627905,6.991483444,7.190874482,6.579999558,7.00212176,7.10297639,8.20210328,6.776537037,7.476227492,6.350953435,6.754018952
Hsa.11885,7.69304736,7.530860638,8.294176786,8.828082214,7.153597793,7.539514062,7.951655095,8.599441382,7.893154714,7.365230261,5.931183581,7.733823368,7.480159562,7.871238544,7.889937637,7.703578771,7.288101017,7.495963312,7.827293527,7.123944488,6.961040732,7.385890226,7.437746704,6.912352402,7.720450591,7.700007829,7.492972173,7.508565389,7.673434465,7.772392269,7.773947421,6.199387387,6.144924623,7.429027364,7.344030972,6.635234811,7.8632151,7.151988732,6.85221838,7.066597899,7.591905945,6.489273072,6.723844775,6.519354712,6.970024225,6.699320569,6.984247547,7.232009256,6.292182085,5.750022926,6.434838039,6.870515863,7.161964053,7.510149052,6.515336131,5.945632621,7.648168516,7.222673391,6.936005256,7.246181261,7.405738516,5.938289587
Hsa.51,7.295195697,6.673100449,5.952698042,7.190874482,7.691173914,7.739353807,6.811046271,7.410585387,8.115266044,7.227328688,7.153597793,6.754018952,7.279228637,7.412295301,7.211502122,7.036898545,7.541837294,7.819681573,7.448984852,7.804297593,7.036898545,6.604485079,7.907785216,7.88249613,7.389333656,6.558709544,6.639547273,7.060099697,6.61510157,6.68979738,6.378950652,7.188861591,7.2303335,7.139820327,7.188861591,8.07102113,6.464046354,7.792006219,7.758111432,6.562436937,7.128922298,7.869538125,7.584771001,7.859085863,7.311607704,7.657162832,8.617558703,7.561132706,7.347344182,7.632043011,7.896654671,7.919272795,7.344030972,7.739353807,7.17068913,8.008233418,6.841859527,5.800077415,7.545667012,6.932043259,7.407042936,7.635569517
Hsa.3410,7.003787189,7.572669669,8.102137425,8.21678653,6.163209785,5.877289082,7.917229617,6.412235195,7.841886911,6.99642884,7.567141574,7.161964053,6.789518921,6.822989129,6.758418814,5.855688354,7.713000629,7.323659163,7.031554922,6.756046191,6.939871117,6.378950652,8.780664641,7.108905483,6.431755043,8.003575942,7.288101017,7.028187697,7.344030972,7.563041238,8.294176786,8.194081649,8.309614239,6.61510157,7.834080542,7.313171231,7.555297895,6.429410791,5.783182027,8.246736768,7.173915652,6.941475527,8.238864658,8.692485582,6.821358418,8.027254131,6.04882258,6.314678986,7.185398207,7.338418664,6.073630225,6.821358418,6.743442434,5.598861744,8.11160687,7.180087209,6.67539482,6.570470276,7.104723865,7.314961058,7.249445341,7.378279471
Hsa.43225,6.562436937,6.035439446,6.478760488,6.111711186,6.926194592,6.602197179,5.70529125,6.824728852,6.687306819,6.687306819,6.745981115,6.501220819,6.754018952,7.306633566,6.348271262,6.483514155,7.113370818,6.650349969,6.927928942,7.537611701,6.122161693,6.243456566,7.939724225,6.906642369,6.625046548,5.974085174,6.100886114,5.745206965,5.912271265,5.952698042,6.38091765,6.730469042,6.461743472,5.952698042,6.346033255,6.873892559,5.902976051,7.25494783,6.908570822,6.556572802,6.138484862,7.220428259,6.335903196,6.271101518,6.100886114,6.586585589,6.783391171,6.591419795,5.952698042,6.489273072,7.47478143,7.627016043,7.302345587,6.739288469,5.833412458,6.464046354,6.840140352,6.263179831,6.373084048,5.651107259,6.306476286,6.933723013
Hsa.376,7.128922298,7.547353551,7.818047117,7.156161386,7.000038176,6.631465765,7.391196461,7.256560253,6.776537037,7.502880555,7.814543188,8.011327364,6.832148881,6.66082173,6.876005922,7.0517808,7.726321453,7.869538125,6.764375094,7.120548937,6.868342655,7.502880555,6.79132046,6.900695442,7.180087209,7.15842564,7.048583551,6.539941747,7.030028091,6.840140352,7.331506439,7.657162832,7.51920631,6.016466845,7.32544909,6.652634522,6.906642369,6.211662255,6.358856764,7.266398164,6.877940126,7.633673774,7.687655621,6.964812232,7.584771001,7.016287106,6.801744859,6.821358418,7.804297593,7.607333894,7.689449095,7.350531466,7.185398207,6.789518921,7.811117763,7.318493245,7.65368069,6.972107098,7.071983016,7.514025514,7.958040934,7.969530424
Hsa.432,6.701385841,6.588762987,6.407056646,5.927613587,6.772551904,7.494425934,6.330607551,7.016287106,8.546409083,6.922136451,7.044894674,6.641445807,7.445335305,6.830121582,7.07403094,6.774181294,7.151988732,6.464046354,7.591905945,7.500794345,6.650349969,6.38840899,8.046321361,6.900695442,7.356566981,6.108989767,6.211662255,5.810069885,6.042153594,6.476420887,6.501220819,7.257939812,6.100886114,6.188271376,6.363247396,7.55743529,6.100886114,6.982007283,7.382610082,6.758418814,6.933723013,7.251549602,6.68558528,7.637274611,5.927613587,7.735854058,7.65552149,6.665890605,6.081180165,7.308471152,6.728091671,7.644650617,6.714074866,7.17068913,7.405738516,7.340438796,7.576518481,6.621182208,7.827293527,5.877289082,6.827087578,7.506774011
Hsa.37818,8.436317287,8.129558067,8.11160687,7.480159562,7.190874482,7.788301556,8.287739186,7.687655621,7.722474839,7.639473753,8.042489012,8.103694752,7.564982886,8.120981968,7.354772624,7.630393963,8.382241907,8.231172396,7.362223827,7.644650617,8.031160912,8.186176556,6.927928942,6.898411223,7.51606981,7.670083968,7.347344182,7.378279471,7.728156421,7.703578771,7.564982886,7.798519881,8.012906536,7.376465721,7.576518481,6.66364303,7.922980442,7.141592982,6.946585608,7.909462465,6.945026534,7.846027168,8.129558067,7.666889422,7.818047117,7.764841635,7.2303335,6.980062165,7.978713227,8.15793853,7.770701187,7.611010514,7.202559909,7.65552149,7.570792199,7.830708402,7.021708963,7.691173914,7.056753074,7.436426776,7.630393963,8.17761886
Hsa.9872,7.447221902,6.570470276,6.325762425,6.564070797,7.809264024,8.076362206,7.358651201,7.703578771,7.711181803,7.832178493,7.960428939,7.080662821,7.761786051,7.543522076,7.992714532,7.934195924,8.194081649,7.470296753,8.131894291,7.358651201,7.886301346,7.06835703,7.980980713,6.890736941,8.281709466,6.67539482,6.964812232,7.966365899,7.385890226,7.25494783,6.906642369,7.992714532,8.511599642,8.501070539,7.429027364,8.603626345,7.215202613,8.684767281,8.062939192,7.51920631,7.485682611,8.154216248,8.260015788,7.855598944,7.555297895,8.029533927,8.989418307,7.758111432,7.830708402,8.171852316,8.125645103,8.422010493,8.055427642,8.078190414,8.006051844,8.250923382,7.950075146,7.469035179,8.376023834,5.415313795,8.523638464,8.255470276
Hsa.18321,7.489081392,7.286325236,7.561132706,8.196096796,6.982007283,7.329760177,7.274010608,7.097344032,6.545136372,7.37300123,6.523921068,6.836060539,6.45958762,7.331506439,6.637272273,7.595513767,7.510149052,6.758418814,7.434996723,6.320240085,6.811046271,7.277425397,6.916176116,6.890736941,7.392836733,6.834338514,7.044894674,7.454203759,6.856305035,7.127277141,7.58654806,6.461743472,6.232809276,7.637274611,6.591419795,5.730547928,6.268625756,6.754018952,7.788301556,7.342186528,7.847851466,7.1962047,7.100791183,6.032047505,7.396937556,6.437283591,7.053277786,7.347344182,7.674905265,7.788301556,7.246181261,7.07403094,7.37300123,7.660780334,7.639473753,7.264494057,8.083844727,7.958040934,7.308471152,7.490827591,7.17068913,7.805619071
Hsa.3648,8.570555354,8.413309221,7.340438796,8.587660787,7.256560253,6.898411223,8.009989304,5.165510018,8.413309221,7.329760177,8.836511084,8.21678653,7.433283902,7.459756823,7.975146253,7.980980713,8.900162716,8.273356461,8.872171928,7.322188396,8.874443006,7.1962047,8.261975841,7.527287813,8.154216248,8.09822315,8.649342529,8.298095836,8.3654363,8.518882182,7.384352064,9.293308477,9.087724169,5.99337123,9.529459522,8.238864658,6.535132367,8.250923382,7.720450591,8.53661133,8.494642065,7.15842564,8.406811902,8.85334578,7.889937637,8.335961528,7.705508651,8.062939192,8.232627492,6.890736941,8.236747971,8.654340369,8.413309221,5.864701372,8.09822315,7.00892555,7.003787189,8.260015788,8.797005654,8.541164704,8.592446789,7.915176794
Hsa2.612,8.620154777,8.628439072,5.851563681,8.083844727,8.139559604,8.630865396,8.585541692,8.300060973,8.470475857,7.664153629,8.402620827,7.78982389,8.415351282,9.024599489,8.815382779,9.574248948,9.250568148,9.084330924,8.50337182,8.541164704,10.02314668,8.628439072,9.455329209,8.794176865,9.667253212,7.512154232,8.630865396,8.703048998,7.96241002,8.065450881,8.799408017,8.423900717,9.269855121,9.370907429,8.807309733,9.629040452,8.120981968,8.958624275,8.822550273,8.847645401,8.610767086,8.825353264,6.728091671,9.662399053,8.083844727,8.677464481,10.01639585,5.92034325,6.725936813,7.541837294,7.320408975,9.375202027,8.894609009,8.739153972,7.308471152,8.986787544,6.568453872,6.554618557,8.309614239,7.1962047,8.141775895,8.530428363
Hsa.3967,8.786242748,8.238864658,7.391196461,8.09822315,7.671911958,7.031554922,8.705788994,7.454203759,7.846027168,7.549443117,9.42624852,8.344436233,7.116949255,7.630393963,8.261975841,6.72201423,8.472457636,7.891467206,8.891377536,8.025278903,7.798519881,8.025278903,7.621433929,6.886605212,7.761786051,8.376023834,8.118895873,8.623155802,8.20031725,7.671911958,7.358651201,8.998064444,8.457860749,7.249445341,7.800240279,7.662625884,8.35955546,7.33659294,7.151988732,8.35955546,8.150741456,8.57592163,8.477107363,8.340791957,8.061135105,8.483653273,7.289705086,8.16181862,8.922592075,7.604266258,8.756738161,8.234382491,7.467175596,7.063920393,8.546409083,7.185398207,7.919272795,8.734691048,7.782576606,8.186176556,7.884410825,7.563041238
Hsa.7048,7.389333656,6.468851299,6.343714417,6.631465765,7.788301556,6.974198072,7.259652158,6.88033597,8.680084407,6.613208432,7.841886911,6.431755043,7.00892555,7.350531466,7.2303335,8.139559604,7.75317145,7.382610082,8.006051844,7.530860638,7.058274594,5.935018629,7.922980442,6.886605212,7.280936863,7.222673391,6.631465765,7.584771001,6.670592293,7.427064076,6.493230497,6.503907787,7.865337165,7.728156421,7.867389352,8.4450282,6.558709544,8.726265411,6.932043259,7.570792199,7.018070924,6.950291551,7.261162257,8.123058374,6.927928942,8.198263629,8.587660787,6.613208432,6.493230497,7.331506439,7.391196461,7.668464132,7.136285008,7.054970979,7.478238584,7.056753074,5.783182027,7.499364994,7.506774011,6.560816015,8.006051844,6.906642369
Hsa.14976,7.213279856,7.737627889,7.911598811,8.597371375,6.961040732,6.606836205,7.946662952,6.968185536,8.20031725,6.542742329,5.912271265,7.744621198,6.745981115,7.12527014,7.42135498,8.470475857,6.386410464,7.056753074,7.318493245,6.338651569,8.298095836,7.387581007,6.658501744,6.88033597,7.62330923,7.633673774,7.65368069,7.838932457,7.67672716,7.517520813,8.554660638,6.355834164,6.517539862,7.576518481,7.755003844,7.232009256,7.639473753,7.746359365,8.074582605,7.520791012,8.025278903,6.870515863,7.433283902,7.227328688,7.455634793,7.018070924,7.700007829,7.559348717,7.018070924,6.945026534,7.344030972,6.611015275,7.906099223,7.694567955,7.113370818,7.050384082,7.454203759,7.889937637,7.814543188,7.624670483,7.682179079,7.264494057
Hsa.2986,7.579600616,8.206331436,8.352395182,7.764841635,6.937576003,7.527287813,7.671911958,8.05393026,7.306633566,7.609577925,7.75317145,8.302083892,5.407396613,7.472669879,7.160186983,7.802165068,6.648349463,7.335060369,6.564070797,7.232009256,7.439715622,8.145328209,6.834338514,6.877940126,7.138387419,7.211502122,7.2303335,7.264494057,7.747976375,7.71630504,8.115266044,7.816226012,7.793801511,7.427064076,8.148914429,7.012213608,7.780932342,6.952305381,6.519354712,7.010314234,6.900695442,8.033139657,9.153570827,8.489976761,8.751138544,7.641067,7.139820327,7.8632151,8.498479295,7.492972173,8.143758436,6.641445807,7.345847313,7.207669333,8.654340369,7.902840911,8.055427642,7.809264024,7.168615511,9.016974038,7.99992001,8.442474691
Hsa.2765,6.577701698,7.277425397,7.003787189,7.063920393,7.619792814,7.046671652,7.153597793,7.628630154,6.701385841,8.049861721,7.713000629,7.091024116,7.371224398,6.637272273,7.543522076,7.17068913,7.190874482,7.296719385,5.860766605,7.847851466,7.378279471,7.988362179,7.061716978,8.109702615,6.673100449,6.808343527,7.627016043,6.437283591,7.173915652,6.902748542,7.138387419,7.841886911,7.410585387,6.68979738,6.737337855,7.489081392,7.160186983,7.316920884,7.10297639,6.108989767,6.832148881,5.77423019,7.570792199,6.783391171,6.485564463,6.832148881,6.487430333,7.362223827,7.800240279,6.568453872,7.751258969,7.311607704,7.32544909,7.581358537,6.594009095,6.611015275,6.756046191,5.778454477,6.070915561,7.387581007,7.374852985,6.985768502
Hsa.1412,7.138387419,8.137725788,8.100541113,8.188134954,7.487465343,7.454203759,8.20210328,7.048583551,6.910461884,7.091024116,6.019755711,6.606836205,6.45049557,7.347344182,8.048079,7.746359365,6.749426135,6.0226327,6.937576003,6.353687539,7.194358124,7.061716978,7.053277786,7.132890227,7.33659294,7.434996723,7.209453366,7.053277786,7.483794978,7.300469179,9.499967692,6.579999558,6.0226327,8.703048998,6.570470276,7.09319348,8.255470276,7.078784385,7.51920631,6.890736941,8.376023834,7.635569517,7.686172913,7.220428259,7.316920884,6.455576465,7.627016043,8.316072732,7.616163441,7.467175596,6.692114879,6.926194592,7.670083968,7.945139841,9.150367227,7.512154232,8.946531371,8.388632574,7.986398089,7.65552149,7.529053914,7.450806835
Hsa.393,10.1364287,10.34968751,6.764375094,9.791565449,8.777655147,9.583951994,9.727550513,9.76855173,10.10194857,9.763245838,10.88660755,10.00192298,9.273431289,9.629040452,9.846233717,8.614979909,9.695625414,10.63090326,10.05457369,9.751724911,9.773846685,10.03698028,6.292182085,9.727550513,9.545760415,9.731546231,9.919152872,9.610673037,9.84007206,9.549685937,5.961025791,10.05457369,9.521041869,8.474751997,9.713562791,8.033139657,9.67635978,9.557711659,9.362195894,10.52482225,9.815137153,10.70126957,10.33248201,10.4489732,10.00889506,10.21779377,9.44291374,9.796862044,10.41931121,8.578391562,9.912367614,10.32452555,9.773846685,8.961841275,7.274010608,9.763245838,5.554395753,10.87455307,8.786242748,10.21779377,7.814543188,9.787344673
Hsa.2101,6.323218962,6.572650112,6.466500823,6.174716324,7.59903698,6.491170369,6.88033597,6.257898764,6.273570031,7.27584815,7.751258969,5.923436758,7.282592255,5.948838193,6.156766513,6.932043259,7.469035179,6.68979738,6.547581176,6.830121582,6.828521438,6.66364303,7.239758653,6.870515863,6.932043259,7.316920884,8.08867114,7.075658564,7.378279471,7.322188396,6.703620073,7.627016043,6.866491256,6.431755043,6.412235195,7.048583551,7.381072605,7.907785216,6.562436937,5.122699434,6.756046191,6.7515419,5.833412458,7.2303335,7.044894674,6.097661765,7.96241002,7.537611701,6.539941747,5.197302315,7.151988732,5.622184106,6.789518921,5.81478194,6.236180888,6.401135513,6.156766513,6.485564463,6.510701647,6.886605212,7.145241912,6.228924174
Hsa.32865,7.744621198,7.207669333,8.20031725,7.907785216,5.864701372,7.311607704,8.775685675,8.319854913,7.563041238,8.031160912,6.914298322,7.658790794,7.724378522,8.313852914,7.335060369,6.984247547,6.275556824,8.009989304,7.300469179,8.109702615,7.756684365,7.793801511,6.535132367,7.42323115,7.812859434,8.489976761,7.853623468,7.941511497,8.24290594,7.637274611,6.38840899,7.494425934,7.340438796,7.537611701,7.349076438,5.69570202,7.934195924,7.600933211,5.828032037,7.780932342,6.939871117,6.918072635,6.257898764,7.454203759,6.403465652,7.25494783,8.190041297,6.799933327,7.176279335,6.552212935,7.756684365,7.232009256,6.961040732,6.323218962,8.578391562,6.701385841,7.071983016,6.822989129,4.925072943,7.077246445,5.890729097,7.156161386
