ID	CPG_ISLAND_LOCATIONS
cg12392669	7 56141246 56142028
cg12393697	2 187266739 187267611
cg12398332	16 19802895 19804714
cg12398397	17 63251222 63253021
cg12400041	6 56815836 56817692
cg12400881	16 4926063 4927963
cg12402251	8 91163956 91164434
cg12402495	1 152459133 152460627
cg12403575	16 65750903 65752820
cg12405833	16 11977636 11978441
cg12406417	22 21852088 21854639
cg12406460	11 117776705 117778018
cg12406559	18 54681223 54682450
cg12408911	16 86459504 86461377
cg12411068	19 10931506 10933531
cg12412075	19 54309109 54310497
cg12417299	3 52779477 52780343
cg12419067	3 9948837 9951093
cg12420104	9 966066 967963
cg12421458	1 154987066 154988971
cg12422450	14 92458874 92460070
cg12422683	11 12088256 12089631
cg12422968	14 54438128 54439747
cg12424817	8 98855928 98858231
cg12425673	12 731544 733893
cg12426141	15 54997353 54999553
cg12428604	7 77265089 77266902
cg12430845	5 36911598 36913603
cg12431196	X 75564539 75564958
cg12431699	20 31452525 31453214
cg12433691	2 108431688 108432574
cg12434258	19 12582353 12583441
cg12434587	10 131154808 131155770
cg12434779	X 11592158 11594652
cg12435359	15 81525731 81527253
cg12435611	17 57295416 57295922
cg12435758	4 24640989 24642011
cg12435792	4 609359 609999
cg12437239	3 169295203 169296899
cg12437481	16 359840 360855
cg12438034	3 185912974 185913178
cg12438037	9 137533389 137533681
cg12438666	2 99123531 99124846
cg12439899	6 10519201 10524183
cg12441964	16 65392663 65393388
cg12444340	3 50100307 50102235
cg12445208	19 61606860 61608033
cg12446644	17 34279137 34280734
cg12447832	2 3362246 3363158
cg12448933	17 70178644 70179471
cg12448934	12 7174187 7174394
cg12452010	10 64234130 64235613
cg12452675	17 71486434 71487857
cg12452946	4 129104666 129106616
cg12453778	2 61986108 61986496
cg12454725	16 19086357 19088068
cg12457773	6 24234185 24234658
cg12459502	18 59054789 59055400
cg12460105	5 68700646 68701801
cg12460541	15 39572496 39575890
cg12463550	7 65216375 65217818
cg12465398	2 201461437 201462585
cg12467191	15 72860924 72862368
cg12467864	15 89338132 89339356
cg12468056	8 42027406 42029196
cg12468189	X 152699478 152699970
cg12471156	6 155095768 155097282
cg12473775	11 66580635 66581321
cg12477012	1 45821671 45823431
cg12477119	17 34870188 34871714
cg12478809	15 73016760 73018359
cg12478978	6 30817966 30820940
cg12480658	2 175740313 175741696
cg12483860	5 150440169 150441166
cg12484193	2 183651617 183651862
cg12485020	X 109925492 109926221
cg12485992	17 3321498 3322570
cg12489819	1 153544423 153545620
cg12489960	4 52598634 52599832
cg12491710	19 56583205 56583426
cg12493160	9 70817795 70819115
cg12497298	1 20706662 20707585
cg12497564	3 140740275 140741996
cg12497851	4 6961549 6963132
cg12499211	1 155053160 155053362
cg12503243	14 44622732 44623326
cg12504957	12 67487427 67489091
cg12506373	2 27293480 27294391
cg12506971	4 171247033 171248269
cg12507125	3 150857105 150859207
cg12508214	8 124621291 124623283
cg12508624	11 118798969 118799279
cg12510502	11 2898556 2899108
cg12510755	11 7964897 7965942
cg12513308	16 65143682 65144623
cg12513481	17 43862304 43862913
cg12514506	11 3077516 3078062
cg12514620	1 54643109 54645771
cg12515638	7 37922026 37923244
cg12517167	X 135789863 135790845
cg12517944	17 30544969 30545221
cg12520111	7 44801387 44803694
cg12526025	22 32645462 32648712
cg12529801	16 9091471 9094671
cg12530270	1 153271656 153271863
cg12531003	19 60843244 60845218
cg12532169	15 21482512 21483863
cg12532477	16 74085934 74087021
cg12533010	14 57781031 57781849
cg12533335	16 82776333 82778439
cg12534466	3 39399625 39401159
cg12535715	8 38950649 38951953
cg12536534	X 153427940 153429501
cg12537796	X 106402236 106403147
cg12539975	9 132524265 132532286
cg12541591	3 30622728 30624113
cg12542281	13 32009880 32011194
cg12542604	6 34964669 34966253
cg12548064	8 101640529 101641443
cg12548454	9 80100905 80102614
cg12549513	X 102451844 102452762
cg12554819	2 99471876 99473753
cg12555907	18 72971929 72974522
cg12556134	20 34634551 34637190
cg12556991	17 38403639 38404585
cg12558519	19 18607865 18609133
cg12558957	1 233357744 233359164
cg12559031	17 45400598 45402367
cg12562500	19 6311940 6313252
cg12563178	10 20144296 20146228
cg12563480	17 43539220 43540466
cg12564962	21 37299098 37301923
cg12567315	7 16759606 16760776
cg12568776	9 111121872 111123506
cg12569173	17 68739031 68741654
cg12569516	8 116749661 116750971
cg12570787	5 270911 272485
cg12571423	13 35903373 35904811
cg12572011	15 23234149 23235624
cg12572278	11 119586444 119587592
cg12572545	4 166467415 166468695
cg12572939	X 153767233 153768860
cg12573766	11 74787971 74788799
cg12575181	14 67136169 67137508
cg12575751	11 17254226 17255295
cg12576145	X 109447209 109448371
cg12576700	9 122381852 122382564
cg12577610	17 59273201 59274776
cg12578166	11 2421914 2423515
cg12578480	10 23424256 23425130
cg12581035	12 8957887 8958884
cg12582366	16 30503906 30504857
cg12582959	19 60850950 60851849
cg12582965	15 23522920 23523591
cg12583908	3 188006633 188007519
cg12584034	13 26723254 26724221
cg12584718	7 99863663 99866414
cg12585282	1 39813451 39815722
cg12585943	6 32228589 32230636
cg12586262	19 58297850 58298996
cg12588476	7 99485100 99485566
cg12589433	X 66682601 66683385
cg12592463	1 25445423 25447220
cg12592716	7 148026055 148028091
cg12592779	7 6712247 6713382
cg12594641	2 149894259 149895744
cg12598178	17 77925552 77927001
cg12598198	11 111289551 111289762
cg12598364	22 36533345 36534339
cg12598575	5 172975569 172976646
cg12600197	15 73426133 73428129
cg12601757	1 76312574 76313627
cg12601987	17 17338825 17341205
cg12603043	19 52908155 52908739
cg12609467	3 49482108 49483374
cg12610070	10 70880851 70882144
cg12612336	17 71860595 71862667
cg12613383	1 240753223 240755388
cg12614105	7 24289504 24291701
cg12616277	3 139635332 139637391
cg12618251	2 202605487 202609377
cg12619509	16 2226534 2228149
cg12620111	22 22422955 22424191
cg12620499	2 216585960 216586774
cg12621514	10 53742964 53743362
cg12622986	9 134444863 134448377
cg12623088	15 64372523 64373654
cg12626085	11 18566570 18567181
cg12627583	2 201158654 201159798
cg12628062	17 37982909 37984245
cg12628956	5 95007544 95008838
cg12629083	12 46785504 46786616
cg12629244	1 177260801 177261024
cg12629325	5 140285591 140287803
cg12629515	6 27967671 27968276
cg12631737	11 93916413 93918724
cg12635664	10 71599350 71601083
cg12640109	11 61860899 61862330
cg12641660	1 117403467 117404862
cg12644353	2 114363465 114364919
cg12645220	20 9766686 9767917
cg12645567	16 4261233 4264642
cg12645742	15 64779868 64783746
cg12646585	8 124497528 124498712
cg12647643	4 87733892 87735475
cg12648263	14 67136169 67137508
cg12648583	4 175440965 175442104
cg12650011	7 120284009 120285585
cg12650926	6 33696012 33697921
cg12651014	10 32774788 32775552
cg12653105	X 48914412 48916142
cg12654845	X 106049456 106049675
cg12657853	6 122762192 122763261
cg12658982	7 29568802 29571487
cg12661229	3 49814498 49816235
cg12662162	6 34771876 34772939
cg12667808	6 37508712 37509435
cg12671744	1 46632225 46633395
cg12674192	8 33461192 33462760
cg12675800	14 38708757 38709855
cg12676081	5 96544413 96544847
cg12680071	19 40830037 40831855
cg12680609	8 144399366 144401373
cg12683641	19 56278767 56279032
cg12684360	13 49263803 49265457
cg12685200	14 92284148 92285025
cg12685753	17 6675613 6676326
cg12686016	7 27101711 27103391
cg12687215	X 153325293 153326263
cg12687922	1 113058384 113060095
cg12687990	9 33666739 33667586
cg12688043	3 48104795 48106387
cg12688215	1 52270941 52272241
cg12688670	16 29708418 29710238
cg12689375	X 41076807 41079625
cg12689475	16 777314 779365
cg12691219	X 100764592 100765929
cg12691366	2 64534500 64535883
cg12693135	17 77260485 77262275
cg12693634	10 52052366 52055400
cg12696750	1 37794865 37795447
cg12699145	16 18902547 18903261
cg12699371	18 73090255 73093032
cg12701101	2 97123784 97124703
cg12701576	1 158521046 158521768
cg12706983	6 28200138 28200545
cg12707233	X 54400446 54402462
cg12707353	4 8491447 8491703
cg12709412	18 19336968 19338137
cg12711814	1 8859189 8862184
cg12712746	22 42681874 42683192
cg12716838	3 162305002 162306113
cg12717203	4 114215 115524
cg12717594	9 36026087 36027670
cg12717668	7 98993482 98995176
cg12718440	10 99382629 99383692
cg12719235	19 1045660 1046737
cg12721546	6 136651581 136653479
cg12722998	13 112910270 112912688
cg12723809	4 88031918 88033038
cg12724357	11 66546786 66547990
cg12727374	3 185025099 185026684
cg12727795	5 149515696 149515975
cg12728032	11 34491755 34491993
cg12728629	X 151672876 151673193
cg12729048	1 149779125 149780093
cg12729059	6 137581721 137582516
cg12730381	7 75825320 75826949
cg12730424	14 92868297 92869693
cg12732155	1 31002976 31003207
cg12733430	4 88359731 88361555
cg12736438	13 110011277 110012624
cg12737574	15 41825475 41826557
cg12737801	8 55096819 55098515
cg12738007	11 59333819 59335140
cg12738197	8 126054787 126055212
cg12739034	1 71284051 71286545
cg12739647	1 166461415 166462402
cg12741420	6 336092 339080
cg12741488	16 2871432 2874750
cg12743894	11 30300935 30301695
cg12744185	17 51183319 51183903
cg12745769	19 21371608 21371873
cg12748258	8 22043458 22044831
cg12748926	19 45545807 45546638
cg12753358	X 67964420 67964751
cg12754733	19 11346109 11346966
cg12757143	9 139592399 139594342
cg12757684	6 144370510 144371695
cg12758687	11 112850124 112851649
cg12759554	4 89837262 89838235
cg12762680	6 32928757 32930456
cg12763546	17 4966375 4968109
cg12766348	5 177985845 177987118
cg12768605	19 49016124 49016916
cg12770741	17 830440 831292
cg12771281	14 60517221 60518171
cg12774845	14 73554958 73556139
cg12776163	7 35806275 35808280
cg12780286	3 123035904 123037102
cg12780322	4 57028093 57029027
cg12781218	7 25185801 25186794
cg12781395	14 77296613 77297457
cg12781568	11 32408563 32409903
cg12782180	7 127667928 127668724
cg12783573	6 117096446 117097031
cg12783640	3 185217405 185218978
cg12783776	11 57122371 57122627
cg12785087	11 63462075 63464443
cg12785675	6 109276000 109276975
cg12785689	20 33335228 33336350
cg12787624	12 48963289 48963927
cg12788061	11 64877905 64879487
cg12788467	17 33179383 33179763
cg12788471	9 126670525 126672166
cg12789833	15 73982856 73984665
cg12790134	8 67741084 67742473
cg12792011	19 63353321 63354209
cg12792157	1 39110914 39112118
cg12792366	3 37191980 37193603
cg12796229	18 12396988 12398585
cg12797788	16 66437708 66439164
cg12799895	7 98083575 98085970
cg12800028	6 110406816 110407975
cg12802819	11 125278105 125278503
cg12803724	8 79740385 79741588
cg12804976	2 240612816 240614478
cg12806381	1 26986561 26987419
cg12806521	12 6547186 6548721
cg12808992	6 150304015 150305371
cg12809314	3 44493740 44494447
cg12810190	12 51860052 51861500
cg12813792	20 56159084 56159699
cg12813797	6 132933185 132933396
cg12813922	2 135526088 135527354
cg12814525	6 30792693 30793600
cg12815142	17 4813118 4813369
cg12815841	10 126139604 126141042
cg12815916	2 130829416 130831123
cg12819826	19 10077585 10078919
cg12820481	1 209915094 209916382
cg12821045	19 42961560 42962555
cg12821724	20 4938318 4938716
cg12823748	12 60939731 60941114
cg12825252	2 74562556 74564537
cg12830829	14 50776393 50777287
cg12832649	5 136861841 136863150
cg12833508	2 224409935 224411478
cg12835684	12 51931828 51932653
cg12836610	11 47620050 47621040
cg12836863	13 31786608 31787134
cg12838902	7 5288810 5289924
cg12839593	14 60183685 60186438
cg12840719	9 21958106 21958899
cg12841020	14 74491735 74492672
cg12842316	X 142548903 142551607
cg12844497	17 8054004 8055165
cg12845249	16 66432897 66434776
cg12846938	19 14500498 14502147
cg12847373	13 77390197 77391989
cg12848131	13 72530669 72532748
cg12853521	18 13813723 13814437
cg12854483	19 11510592 11510814
cg12855988	6 133176371 133177865
cg12856392	7 63763136 63763595
cg12857957	3 45857968 45858950
cg12858075	2 11523053 11524020
cg12858460	3 27737230 27739159
cg12862537	20 35581886 35583655
cg12865837	6 101018215 101020149
cg12867068	14 49932919 49933809
cg12867448	9 130257234 130259383
cg12870705	10 33662986 33666332
cg12871124	5 110875437 110876504
cg12873941	14 92720217 92721600
cg12874092	10 17310042 17312147
cg12875426	18 45240390 45241666
cg12876594	9 35781291 35782084
cg12879297	16 79667635 79669240
cg12880200	1 36635589 36636388
cg12880658	5 115179127 115180765
cg12883767	12 56299188 56300079
cg12884406	1 103346095 103346585
cg12885244	2 88135315 88136769
cg12888039	1 201193375 201194446
cg12888113	1 11029488 11029733
cg12888961	12 95317135 95318797
cg12893143	5 176168881 176171048
cg12894126	9 133395659 133397715
cg12894984	17 35077148 35078655
cg12897370	6 155095768 155097282
cg12897458	16 67921079 67923103
cg12900467	13 20531429 20534458
cg12900739	X 55760754 55761322
cg12902039	15 26017690 26018513
cg12902719	3 45609654 45611126
cg12903171	7 50816652 50818533
cg12906740	13 47509422 47510738
cg12909005	6 30136333 30137622
cg12910797	17 44006560 44006958
cg12914014	16 8963418 8965886
cg12914062	4 56414299 56415171
cg12914362	10 35968164 35972796
cg12917695	7 138675096 138676960
cg12919379	X 152591172 152592843
cg12920798	19 46561382 46562172
cg12924262	12 100614987 100616591
cg12924408	22 35501557 35502955
cg12927153	9 124172910 124173276
cg12927772	9 85760731 85761974
cg12928668	5 115935741 115938860
cg12930602	11 65414143 65415733
cg12930920	13 72253444 72254716
cg12932195	22 48699275 48699514
cg12936220	5 172318005 172319850
cg12936747	10 95350231 95351545
cg12937807	19 14176991 14179584
cg12938998	X 153631846 153632870
cg12939527	4 2727336 2728669
cg12939547	6 31851630 31852033
cg12940430	6 43246300 43248449
cg12941931	19 4510691 4510902
cg12946225	19 3523382 3525751
cg12946690	17 2153073 2154892
cg12949760	11 2498865 2499473
cg12949975	2 20728362 20731136
cg12952136	4 71923386 71925400
cg12953249	9 125158553 125158753
cg12955583	10 134823303 134824448
cg12958778	4 6963272 6963568
cg12958836	12 8076119 8076973
cg12960248	16 66310209 66311143
cg12962021	1 224562873 224564294
cg12963312	6 52549168 52550505
cg12967560	15 98090260 98092117
cg12969407	6 126143519 126143869
cg12969595	17 28278827 28279833
cg12970008	11 3142568 3143433
cg12970081	19 55965707 55965934
cg12970724	19 18577193 18579875
cg12971338	17 24094742 24095898
cg12971958	3 33814812 33815735
cg12973651	19 47586067 47586328
cg12977318	11 133598609 133600792
cg12978308	15 73426133 73428129
cg12979743	3 180804750 180805660
cg12981137	10 131154808 131155770
cg12983442	19 63017540 63018372
cg12984356	15 89246441 89247836
cg12985164	3 12500504 12501551
cg12985418	18 17574433 17576081
cg12986021	1 68288302 68289231
cg12989642	7 44890454 44892093
cg12991365	3 53854601 53856178
cg12992720	19 19599394 19601188
cg12994003	1 223680921 223683214
cg12995941	1 155095990 155097894
cg12997958	17 18102220 18104067
cg12998491	9 133141533 133143486
cg12998614	19 867968 869156
cg12999103	1 17210338 17211556
cg12999109	19 6284351 6284668
cg13002939	4 54788213 54789514
cg13003163	12 47152601 47152805
cg13014406	1 2311976 2313795
cg13017345	10 111955688 111956093
cg13021192	20 57015249 57016051
cg13021384	15 48261381 48262610
cg13021725	20 34835163 34836736
cg13022129	9 130723231 130723799
cg13022174	18 21923806 21925464
cg13026483	19 19110026 19110566
cg13031432	16 57054464 57056258
cg13031679	3 187767277 187768157
cg13033853	9 132803326 132805638
cg13035743	6 32227504 32227869
cg13037275	11 94604872 94605415
cg13038560	2 200527020 200527755
cg13042487	14 103250827 103252812
cg13044136	19 3012094 3013970
cg13044223	1 45013416 45014561
cg13045611	17 24012691 24013674
cg13047596	2 233443149 233443358
cg13047892	7 15691512 15693551
cg13051968	2 6974648 6976493
cg13052755	8 128874624 128876350
cg13055001	11 66925372 66926634
cg13055278	2 8738733 8740300
cg13056210	X 3271570 3272047
cg13056269	2 136349753 136351703
cg13057368	2 170363383 170364318
cg13057891	13 102295698 102296985
cg13058581	11 129376577 129378781
cg13059782	9 39277898 39278810
cg13060154	9 123500662 123502056
cg13060405	17 24530942 24531831
cg13060646	9 19116670 19118585
cg13060997	13 35903373 35904811
cg13066542	9 78197891 78199995
cg13066963	1 6406907 6408004
cg13067215	16 65984642 65986631
cg13073894	19 41671542 41673011
cg13078388	19 1219335 1221073
cg13079099	19 59665868 59668927
cg13080465	12 12394060 12394847
cg13081704	11 2846828 2848015
cg13082192	X 107864836 107867439
cg13084429	10 115988849 115989771
cg13084909	11 118710043 118710906
cg13086586	4 56995741 56998247
cg13097407	6 43384268 43384833
cg13098382	9 36390127 36391489
cg13099330	3 140740275 140741996
cg13102585	17 39741388 39741995
cg13105904	14 23969777 23969995
cg13108181	4 319982 322752
cg13108328	12 19173511 19175299
cg13112336	6 119297173 119298261
cg13113656	17 55051242 55052530
cg13114389	10 101408234 101409619
cg13117105	15 67377846 67378910
cg13118748	6 30722565 30723808
cg13120519	19 6322885 6324791
cg13121699	2 185170526 185170785
cg13125997	16 2126768 2127055
cg13127386	12 50104630 50105558
cg13128531	X 119268363 119269844
cg13129046	10 71059654 71060479
cg13132204	4 141664383 141665317
cg13133148	15 64576884 64577467
cg13134662	9 135845975 135848595
cg13135127	1 153798119 153800063
cg13135180	6 30420666 30421575
cg13140267	2 96334488 96335474
cg13140464	15 81176907 81177312
cg13140740	7 12692517 12693939
cg13144004	3 125931740 125932656
cg13145013	11 1973888 1974871
cg13145440	17 45195479 45196943
